Supplementary Table 1: Detailed Information on Training Set Sequences,,,,,,,,
ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die,Acronym
NM_007014.5,,,,"NM_007014.5 Homo sapiens WW domain containing E3 ubiquitin protein ligase 2 (WWP2), transcript variant 1, mRNA",,4540,no,WWP2
NM_001127660.1,,,,"NM_001127660.1 Homo sapiens mitofusin 2 (MFN2), transcript variant 2, mRNA",,4540,no,MFN2
NM_001355197.2,,,,"NM_001355197.2 Homo sapiens zinc finger protein 66 (ZNF66), mRNA",,4539,no,ZNF66
NM_006237.4,,,,"NM_006237.4 Homo sapiens POU class 4 homeobox 1 (POU4F1), mRNA",,4539,no,POU4F1
NM_001364614.2,,,,"NM_001364614.2 Homo sapiens lysine demethylase 1B (KDM1B), transcript variant 1, mRNA",,4538,no,KDM1B
NM_198081.5,,,,"NM_198081.5 Homo sapiens Scm polycomb group protein like 4 (SCML4), transcript variant 1, mRNA",,4538,no,SCML4
NM_006676.7,,,,"NM_006676.7 Homo sapiens ubiquitin specific peptidase 20 (USP20), transcript variant 1, mRNA",,4538,no,USP20
NR_144366.2,,,,"NR_144366.2 Homo sapiens zinc finger family member 783 (ZNF783), transcript variant 2, non-coding RNA",,4537,no,ZNF783
NM_001321471.2,,,,"NM_001321471.2 Homo sapiens thyroid hormone receptor associated protein 3 (THRAP3), transcript variant 2, mRNA",,4537,no,THRAP3
NM_001077188.2,,,,"NM_001077188.2 Homo sapiens heparan sulfate 6-O-sulfotransferase 2 (HS6ST2), transcript variant L, mRNA",,4537,no,HS6ST2
NM_001363014.1,,,,"NM_001363014.1 Homo sapiens antizyme inhibitor 1 (AZIN1), transcript variant 10, mRNA",,4536,no,AZIN1
NM_001166111.2,,,,"NM_001166111.2 Homo sapiens patatin like phospholipase domain containing 6 (PNPLA6), transcript variant 1, mRNA",,4536,no,PNPLA6
NM_004836.7,,,,"NM_004836.7 Homo sapiens eukaryotic translation initiation factor 2 alpha kinase 3 (EIF2AK3), transcript variant 1, mRNA",,4536,no,EIF2AK3
NM_007231.5,,,,"NM_007231.5 Homo sapiens solute carrier family 6 member 14 (SLC6A14), mRNA",,4536,no,SLC6A14
NM_001353457.2,,,,"NM_001353457.2 Homo sapiens zinc finger protein 665 (ZNF665), transcript variant 2, mRNA",,4536,no,ZNF665
NM_001160033.1,,,,"NM_001160033.1 Homo sapiens shugoshin 2 (SGO2), transcript variant 2, mRNA",,4535,no,SGO2
NM_000990.5,,,,"NM_000990.5 Homo sapiens ribosomal protein L27a (RPL27A), mRNA",,4535,no,RPL27A
NM_001286611.2,,,,"NM_001286611.2 Homo sapiens RALBP1 associated Eps domain containing 1 (REPS1), transcript variant 3, mRNA",,4533,no,REPS1
NM_005086.5,,,,"NM_005086.5 Homo sapiens sarcospan (SSPN), transcript variant 1, mRNA",,4533,no,SSPN
NM_138319.3,,,,"NM_138319.3 Homo sapiens proprotein convertase subtilisin/kexin type 6 (PCSK6), transcript variant 2, mRNA",,4532,no,PCSK6
NM_001323017.2,,,,"NM_001323017.2 Homo sapiens 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 (PFKFB3), transcript variant 6, mRNA",,4532,no,PFKFB3
NM_005934.4,,,,"NM_005934.4 Homo sapiens MLLT1 super elongation complex subunit (MLLT1), mRNA",,4532,no,MLLT1
NM_001282662.3,,,,"NM_001282662.3 Homo sapiens myocardin related transcription factor A (MRTFA), transcript variant 4, mRNA",,4532,no,MRTFA
NM_004922.4,,,,"NM_004922.4 Homo sapiens SEC24 homolog C, COPII coat complex component (SEC24C), transcript variant 1, mRNA",,4532,no,SEC24C
NM_002600.4,,,,"NM_002600.4 Homo sapiens phosphodiesterase 4B (PDE4B), transcript variant a, mRNA",,4531,no,PDE4B
NM_013432.5,,,,"NM_013432.5 Homo sapiens tonsoku like, DNA repair protein (TONSL), mRNA",,4531,no,TONSL
NR_148346.2,,,,"NR_148346.2 Homo sapiens tripartite motif containing 37 (TRIM37), transcript variant 8, non-coding RNA",,4530,no,TRIM37
NM_000859.3,,,,"NM_000859.3 Homo sapiens 3-hydroxy-3-methylglutaryl-CoA reductase (HMGCR), transcript variant 1, mRNA",,4530,no,HMGCR
NM_002010.3,,,,"NM_002010.3 Homo sapiens fibroblast growth factor 9 (FGF9), mRNA",,4530,no,FGF9
NM_001199707.2,,,,"NM_001199707.2 Homo sapiens KIAA0895 (KIAA0895), transcript variant 4, mRNA",,4530,no,KIAA0895
NM_152289.3,,,,"NM_152289.3 Homo sapiens zinc finger protein 561 (ZNF561), transcript variant 1, mRNA",,4529,no,ZNF561
NM_174909.5,,,,"NM_174909.5 Homo sapiens transmembrane protein 167A (TMEM167A), mRNA",,4528,no,TMEM167A
NM_022370.4,,,,"NM_022370.4 Homo sapiens roundabout guidance receptor 3 (ROBO3), transcript variant 1, mRNA",,4528,no,ROBO3
NM_001256627.2,,,,"NM_001256627.2 Homo sapiens BR serine/threonine kinase 2 (BRSK2), transcript variant 1, mRNA",,4528,no,BRSK2
NM_001321226.2,,,,"NM_001321226.2 Homo sapiens histone deacetylase 6 (HDAC6), transcript variant 2, mRNA",,4527,no,HDAC6
NM_194250.2,,,,"NM_194250.2 Homo sapiens zinc finger protein 804A (ZNF804A), mRNA",,4527,no,ZNF804A
NM_007189.3,,,,"NM_007189.3 Homo sapiens ATP binding cassette subfamily F member 2 (ABCF2), mRNA",,4527,no,ABCF2
NM_001363388.2,,,,"NM_001363388.2 Homo sapiens protein phosphatase 2 regulatory subunit Bgamma (PPP2R2C), transcript variant 6, mRNA",,4526,no,PPP2R2C
NM_032289.4,,,,"NM_032289.4 Homo sapiens pleckstrin and Sec7 domain containing 2 (PSD2), mRNA",,4526,no,PSD2
NM_001242581.1,,,,"NM_001242581.1 Homo sapiens Ras and Rab interactor 2 (RIN2), transcript variant 1, mRNA",,4525,no,RIN2
NM_001470.4,,,,"NM_001470.4 Homo sapiens gamma-aminobutyric acid type B receptor subunit 1 (GABBR1), transcript variant 1, mRNA",,4525,no,GABBR1
NM_052876.4,,,,"NM_052876.4 Homo sapiens nucleus accumbens associated 1 (NACC1), mRNA",,4524,no,NACC1
NM_001278651.2,,,,"NM_001278651.2 Homo sapiens Ran GTPase activating protein 1 (RANGAP1), transcript variant 1, mRNA",,4523,no,RANGAP1
NM_021942.6,,,,"NM_021942.6 Homo sapiens trafficking protein particle complex 11 (TRAPPC11), transcript variant 1, mRNA",,4523,no,TRAPPC11
NM_001366165.1,,,,"NM_001366165.1 Homo sapiens ribonucleoprotein, PTB binding 2 (RAVER2), transcript variant 1, mRNA",,4523,no,RAVER2
NR_117091.1,,,,"NR_117091.1 Homo sapiens long intergenic non-protein coding RNA 2538 (LINC02538), long non-coding RNA",,4522,no,LINC02538
NM_153365.3,,,,"NM_153365.3 Homo sapiens transmembrane anterior posterior transformation 1 (TAPT1), mRNA",,4521,no,TAPT1
NM_001378068.1,,,,"NM_001378068.1 Homo sapiens ankyrin and armadillo repeat containing (ANKAR), transcript variant 1, mRNA",,4521,no,ANKAR
NM_017987.4,,,,"NM_017987.4 Homo sapiens RUN and FYVE domain containing 2 (RUFY2), transcript variant 1, mRNA",,4520,no,RUFY2
NM_001280544.1,,,,"NM_001280544.1 Homo sapiens double PHD fingers 3 (DPF3), transcript variant 4, mRNA",,4520,no,DPF3
NM_001282931.2,,,,"NM_001282931.2 Homo sapiens chromosome 19 open reading frame 12 (C19orf12), transcript variant 7, mRNA",,4520,no,C19orf12
NR_024199.2,,,,"NR_024199.2 Homo sapiens Cbl proto-oncogene like 1 (CBLL1), transcript variant 2, non-coding RNA",,4520,no,CBLL1
NM_001366078.1,,,,"NM_001366078.1 Homo sapiens calcium homeostasis modulator family member 4 (CALHM4), transcript variant 5, mRNA",,4520,no,CALHM4
NM_001204173.2,,,,"NM_001204173.2 Homo sapiens C8orf44-SGK3 readthrough (C8orf44-SGK3), mRNA",,4519,no,C8orf44-SGK3
NM_000348.4,,,,"NM_000348.4 Homo sapiens steroid 5 alpha-reductase 2 (SRD5A2), mRNA",,4519,no,SRD5A2
NM_181784.3,,,,"NM_181784.3 Homo sapiens sprouty related EVH1 domain containing 2 (SPRED2), transcript variant 1, mRNA",,4519,no,SPRED2
NM_212471.2,,,,"NM_212471.2 Homo sapiens protein kinase cAMP-dependent type I regulatory subunit alpha (PRKAR1A), transcript variant 2, mRNA",,4518,no,PRKAR1A
NM_004082.4,,,,"NM_004082.4 Homo sapiens dynactin subunit 1 (DCTN1), transcript variant 1, mRNA",,4518,no,DCTN1
NM_172159.3,,,,"NM_172159.3 Homo sapiens potassium voltage-gated channel subfamily A member regulatory beta subunit 1 (KCNAB1), transcript variant 3, mRNA",,4518,no,KCNAB1
NR_161374.1,,,,"NR_161374.1 Homo sapiens uncharacterized LOC401478 (LOC401478), long non-coding RNA",,4518,no,LOC401478
NM_001352982.2,,,,"NM_001352982.2 Homo sapiens oxidoreductase NAD binding domain containing 1 (OXNAD1), transcript variant 8, mRNA",,4518,no,OXNAD1
NM_001354934.2,,,,"NM_001354934.2 Homo sapiens receptor interacting serine/threonine kinase 1 (RIPK1), transcript variant 7, mRNA",,4517,no,RIPK1
NM_001008707.2,,,,"NM_001008707.2 Homo sapiens EMAP like 1 (EML1), transcript variant 1, mRNA",,4517,no,EML1
NM_005109.3,,,,"NM_005109.3 Homo sapiens oxidative stress responsive kinase 1 (OXSR1), mRNA",,4517,no,OXSR1
NR_027249.1,,,,"NR_027249.1 Homo sapiens tetratricopeptide repeat domain 41, pseudogene (TTC41P), non-coding RNA",,4516,no,TTC41P
NM_001362797.2,,,,"NM_001362797.2 Homo sapiens zinc fingers and homeoboxes 2 (ZHX2), transcript variant 1, mRNA",,4516,no,ZHX2
NM_032999.4,,,,"NM_032999.4 Homo sapiens general transcription factor IIi (GTF2I), transcript variant 1, mRNA",,4515,no,GTF2I
NM_001354870.1,,,,"NM_001354870.1 Homo sapiens MYC proto-oncogene, bHLH transcription factor (MYC), transcript variant 2, mRNA",,4515,no,MYC
NM_001286072.1,,,,"NM_001286072.1 Homo sapiens Mov10 RISC complex RNA helicase (MOV10), transcript variant 3, mRNA",,4515,no,MOV10
NM_004430.3,,,,"NM_004430.3 Homo sapiens early growth response 3 (EGR3), transcript variant 1, mRNA",,4514,no,EGR3
NM_001201334.2,,,,"NM_001201334.2 Homo sapiens GC-rich sequence DNA-binding factor 2 (GCFC2), transcript variant 2, mRNA",,4514,no,GCFC2
NM_014828.4,,,,"NM_014828.4 Homo sapiens TOX high mobility group box family member 4 (TOX4), transcript variant 1, mRNA",,4514,no,TOX4
NM_001321972.2,,,,"NM_001321972.2 Homo sapiens mitochondrial ribosomal protein S11 (MRPS11), transcript variant 4, mRNA",,4513,no,MRPS11
NM_001369792.1,,,,"NM_001369792.1 Homo sapiens PWWP domain containing 3A, DNA repair factor (PWWP3A), transcript variant 6, mRNA",,4513,no,PWWP3A
NM_001161546.2,,,,"NM_001161546.2 Homo sapiens proline rich basic protein 1 (PROB1), mRNA",,4513,no,PROB1
NM_002853.4,,,,"NM_002853.4 Homo sapiens RAD1 checkpoint DNA exonuclease (RAD1), transcript variant 1, mRNA",,4512,no,RAD1
NM_003608.4,,,,"NM_003608.4 Homo sapiens G protein-coupled receptor 65 (GPR65), mRNA",,4511,no,GPR65
NM_000963.4,,,,"NM_000963.4 Homo sapiens prostaglandin-endoperoxide synthase 2 (PTGS2), mRNA",,4510,no,PTGS2
NR_004859.1,,,,"NR_004859.1 Homo sapiens SCAN domain containing 2 pseudogene (SCAND2P), transcript variant 1, non-coding RNA",,4509,no,SCAND2P
NM_001289088.1,,,,"NM_001289088.1 Homo sapiens zinc finger MYM-type containing 1 (ZMYM1), transcript variant 1, mRNA",,4509,no,ZMYM1
NM_003959.3,,,,"NM_003959.3 Homo sapiens huntingtin interacting protein 1 related (HIP1R), transcript variant 1, mRNA",,4509,no,HIP1R
NM_005966.4,,,,"NM_005966.4 Homo sapiens NGFI-A binding protein 1 (NAB1), transcript variant 1, mRNA",,4508,no,NAB1
NR_103855.1,,,,"NR_103855.1 Homo sapiens uncharacterized LOC100506258 (LOC100506258), long non-coding RNA",,4508,no,LOC100506258
NM_005546.4,,,,"NM_005546.4 Homo sapiens IL2 inducible T cell kinase (ITK), mRNA",,4508,no,ITK
NM_022720.7,,,,"NM_022720.7 Homo sapiens DGCR8 microprocessor complex subunit (DGCR8), transcript variant 1, mRNA",,4506,no,DGCR8
NM_001367916.1,,,,"NM_001367916.1 Homo sapiens magnesium transporter 1 (MAGT1), transcript variant 1, mRNA",,4506,no,MAGT1
NM_001362660.2,,,,"NM_001362660.2 Homo sapiens transducin beta like 2 (TBL2), transcript variant 2, mRNA",,4505,no,TBL2
NM_181701.4,,,,"NM_181701.4 Homo sapiens quiescin sulfhydryl oxidase 2 (QSOX2), mRNA",,4501,no,QSOX2
NM_015124.5,,,,"NM_015124.5 Homo sapiens GRAM domain containing 4 (GRAMD4), transcript variant 1, mRNA",,4500,no,GRAMD4
NM_001366481.3,,,,"NM_001366481.3 Homo sapiens ribosomal protein L7 like 1 (RPL7L1), transcript variant 4, mRNA",,4499,no,RPL7L1
NM_001160364.2,,,,"NM_001160364.2 Homo sapiens transmembrane channel like 7 (TMC7), transcript variant 2, mRNA",,4499,no,TMC7
NR_023915.1,,,,"NR_023915.1 Homo sapiens imprinted in Prader-Willi syndrome (IPW), long non-coding RNA",,4498,no,IPW
NM_001320316.1,,,,"NM_001320316.1 Homo sapiens cilia and flagella associated protein 91 (CFAP91), transcript variant 2, mRNA",,4498,no,CFAP91
NM_005715.3,,,,"NM_005715.3 Homo sapiens uronyl 2-sulfotransferase (UST), mRNA",,4496,no,UST
NM_145298.6,,,,"NM_145298.6 Homo sapiens apolipoprotein B mRNA editing enzyme catalytic subunit 3F (APOBEC3F), transcript variant 1, mRNA",,4496,no,APOBEC3F
NM_145799.4,,,,"NM_145799.4 Homo sapiens septin 6 (SEPTIN6), transcript variant I, mRNA",,4495,no,SEPTIN6
NM_177995.3,,,,"NM_177995.3 Homo sapiens protein tyrosine phosphatase domain containing 1 (PTPDC1), transcript variant 2, mRNA",,4495,no,PTPDC1
NM_015355.4,,,,"NM_015355.4 Homo sapiens SUZ12 polycomb repressive complex 2 subunit (SUZ12), transcript variant 1, mRNA",,4495,no,SUZ12
NR_135218.2,,,,"NR_135218.2 Homo sapiens ring finger protein 123 (RNF123), transcript variant 2, non-coding RNA",,4495,no,RNF123
NM_001330760.2,,,,"NM_001330760.2 Homo sapiens transmembrane protein 268 (TMEM268), transcript variant 2, mRNA",,4493,no,TMEM268
NM_001288760.3,,,,"NM_001288760.3 Homo sapiens zinc finger protein 180 (ZNF180), transcript variant 5, mRNA",,4493,no,ZNF180
NM_022834.5,,,,"NM_022834.5 Homo sapiens von Willebrand factor A domain containing 1 (VWA1), transcript variant 1, mRNA",,4492,no,VWA1
NR_024236.1,,,,"NR_024236.1 Homo sapiens long intergenic non-protein coding RNA 2817 (LINC02817), non-coding RNA",,4492,no,LINC02817
NM_001286715.1,,,,"NM_001286715.1 Homo sapiens ATP/GTP binding protein 1 (AGTPBP1), transcript variant 1, mRNA",,4491,no,AGTPBP1
NM_001037984.3,,,,"NM_001037984.3 Homo sapiens solute carrier family 38 member 10 (SLC38A10), transcript variant 1, mRNA",,4491,no,SLC38A10
NM_001317238.2,,,,"NM_001317238.2 Homo sapiens ATPase family AAA domain containing 3B (ATAD3B), transcript variant 2, mRNA",,4491,no,ATAD3B
NM_001750.7,,,,"NM_001750.7 Homo sapiens calpastatin (CAST), transcript variant 1, mRNA",,4490,no,CAST
NM_018046.5,,,,"NM_018046.5 Homo sapiens angiogenic factor with G-patch and FHA domains 1 (AGGF1), mRNA",,4490,no,AGGF1
NM_052911.3,,,,"NM_052911.3 Homo sapiens establishment of sister chromatid cohesion N-acetyltransferase 1 (ESCO1), mRNA",,4488,no,ESCO1
NM_174934.4,,,,"NM_174934.4 Homo sapiens sodium voltage-gated channel beta subunit 4 (SCN4B), transcript variant 1, mRNA",,4487,no,SCN4B
NM_014663.3,,,,"NM_014663.3 Homo sapiens lysine demethylase 4A (KDM4A), mRNA",,4486,no,KDM4A
NM_001318918.1,,,,"NM_001318918.1 Homo sapiens GLIS family zinc finger 2 (GLIS2), transcript variant 2, mRNA",,4486,no,GLIS2
NR_126012.1,,,,"NR_126012.1 Homo sapiens long intergenic non-protein coding RNA 1695 (LINC01695), long non-coding RNA",,4486,no,LINC01695
NM_001286230.1,,,,"NM_001286230.1 Homo sapiens denticleless E3 ubiquitin protein ligase homolog (DTL), transcript variant 3, mRNA",,4485,no,DTL
NM_001201397.1,,,,"NM_001201397.1 Homo sapiens endothelin receptor type B (EDNRB), transcript variant 4, mRNA",,4485,no,EDNRB
NM_014613.3,,,,"NM_014613.3 Homo sapiens Fas associated factor family member 2 (FAF2), mRNA",,4485,no,FAF2
NR_135823.1,,,,"NR_135823.1 Homo sapiens zinc finger protein 616 (ZNF616), transcript variant 2, non-coding RNA",,4484,no,ZNF616
NM_001352599.2,,,,"NM_001352599.2 Homo sapiens DNA ligase 4 (LIG4), transcript variant 6, mRNA",,4484,no,LIG4
NM_001077706.2,,,,"NM_001077706.2 Homo sapiens epithelial cell transforming 2 like (ECT2L), transcript variant 1, mRNA",,4483,no,ECT2L
NM_001170633.2,,,,"NM_001170633.2 Homo sapiens chromosome 12 open reading frame 56 (C12orf56), transcript variant 1, mRNA",,4483,no,C12orf56
NM_001242359.2,,,,"NM_001242359.2 Homo sapiens Rho related BTB domain containing 1 (RHOBTB1), transcript variant 4, mRNA",,4483,no,RHOBTB1
NM_001321971.2,,,,"NM_001321971.2 Homo sapiens adhesion G protein-coupled receptor F3 (ADGRF3), transcript variant 4, mRNA",,4481,no,ADGRF3
NM_005187.6,,,,"NM_005187.6 Homo sapiens CBFA2/RUNX1 partner transcriptional co-repressor 3 (CBFA2T3), transcript variant 1, mRNA",,4480,no,CBFA2T3
NM_001134779.1,,,,"NM_001134779.1 Homo sapiens importin 11 (IPO11), transcript variant 1, mRNA",,4480,no,IPO11
NM_014788.4,,,,"NM_014788.4 Homo sapiens tripartite motif containing 14 (TRIM14), transcript variant 1, mRNA",,4480,no,TRIM14
NR_123728.2,,,,"NR_123728.2 Homo sapiens spermatogenesis associated 18 (SPATA18), transcript variant 3, non-coding RNA",,4480,no,SPATA18
NM_001303411.2,,,,"NM_001303411.2 Homo sapiens regulation of nuclear pre-mRNA domain containing 1A (RPRD1A), transcript variant 2, mRNA",,4480,no,RPRD1A
NM_013291.3,,,,"NM_013291.3 Homo sapiens cleavage and polyadenylation specific factor 1 (CPSF1), mRNA",,4480,no,CPSF1
NM_148893.3,,,,"NM_148893.3 Homo sapiens small VCP interacting protein (SVIP), transcript variant 3, mRNA",,4479,no,SVIP
NM_001351943.1,,,,"NM_001351943.1 Homo sapiens syntaxin binding protein 6 (STXBP6), transcript variant 7, mRNA",,4479,no,STXBP6
NR_104457.1,,,,"NR_104457.1 Homo sapiens family with sequence similarity 214 member A (FAM214A), transcript variant 3, non-coding RNA",,4479,no,FAM214A
NM_003042.4,,,,"NM_003042.4 Homo sapiens solute carrier family 6 member 1 (SLC6A1), transcript variant 1, mRNA",,4478,no,SLC6A1
NM_006147.4,,,,"NM_006147.4 Homo sapiens interferon regulatory factor 6 (IRF6), transcript variant 1, mRNA",,4478,no,IRF6
NM_017811.4,,,,"NM_017811.4 Homo sapiens ubiquitin conjugating enzyme E2 R2 (UBE2R2), mRNA",,4477,no,UBE2R2
NM_001135171.1,,,,"NM_001135171.1 Homo sapiens C1q and TNF related 7 (C1QTNF7), transcript variant 2, mRNA",,4477,no,C1QTNF7
NM_001193523.2,,,,"NM_001193523.2 Homo sapiens RHO family interacting cell polarization regulator 1 (RIPOR1), transcript variant 3, mRNA",,4477,no,RIPOR1
NM_024831.8,,,,"NM_024831.8 Homo sapiens trimethylguanosine synthase 1 (TGS1), transcript variant 1, mRNA",,4477,no,TGS1
NM_005781.4,,,,"NM_005781.4 Homo sapiens tyrosine kinase non receptor 2 (TNK2), transcript variant 1, mRNA",,4476,no,TNK2
NR_164122.1,,,,"NR_164122.1 Homo sapiens centrosomal protein 72 (CEP72), transcript variant 2, non-coding RNA",,4475,no,CEP72
NR_037913.1,,,,"NR_037913.1 Homo sapiens ring finger and CHY zinc finger domain containing 1 (RCHY1), transcript variant 4, non-coding RNA",,4475,no,RCHY1
NM_001321146.2,,,,"NM_001321146.2 Homo sapiens zinc finger protein interacting with K protein 1 (ZIK1), mRNA",,4475,no,ZIK1
NM_001301056.2,,,,"NM_001301056.2 Homo sapiens vasohibin 2 (VASH2), transcript variant 4, mRNA",,4473,no,VASH2
NM_176814.5,,,,"NM_176814.5 Homo sapiens zinc finger protein 800 (ZNF800), mRNA",,4473,no,ZNF800
NM_001190484.3,,,,"NM_001190484.3 Homo sapiens cytochrome P450 family 3 subfamily A member 5 (CYP3A5), transcript variant 2, mRNA",,4473,no,CYP3A5
NM_002618.4,,,,"NM_002618.4 Homo sapiens peroxisomal biogenesis factor 13 (PEX13), mRNA",,4472,no,PEX13
NM_001253772.2,,,,"NM_001253772.2 Homo sapiens synaptotagmin 6 (SYT6), transcript variant 1, mRNA",,4472,no,SYT6
NM_014028.4,,,,"NM_014028.4 Homo sapiens osteoclastogenesis associated transmembrane protein 1 (OSTM1), mRNA",,4471,no,OSTM1
NM_001363593.2,,,,"NM_001363593.2 Homo sapiens bestrophin 1 (BEST1), transcript variant 8, mRNA",,4470,no,BEST1
NM_006640.4,,,,"NM_006640.4 Homo sapiens septin 9 (SEPTIN9), transcript variant 3, mRNA",,4469,no,SEPTIN9
NM_001376086.1,,,,"NM_001376086.1 Homo sapiens calpain 7 (CAPN7), transcript variant 2, mRNA",,4469,no,CAPN7
NM_001164579.2,,,,"NM_001164579.2 Homo sapiens modulator of smoothened (MOSMO), mRNA",,4469,no,MOSMO
NM_001018050.4,,,,"NM_001018050.4 Homo sapiens RNA polymerase III subunit H (POLR3H), transcript variant 3, mRNA",,4468,no,POLR3H
NR_033787.2,,,,"NR_033787.2 Homo sapiens dynamin 1 pseudogene 41 (DNM1P41), non-coding RNA",,4467,no,DNM1P41
NM_001271650.2,,,,"NM_001271650.2 Homo sapiens 5-azacytidine induced 2 (AZI2), transcript variant 4, mRNA",,4467,no,AZI2
NM_001190467.2,,,,"NM_001190467.2 Homo sapiens proline rich 36 (PRR36), transcript variant 1, mRNA",,4467,no,PRR36
NM_001320594.2,,,,"NM_001320594.2 Homo sapiens adducin 3 (ADD3), transcript variant 7, mRNA",,4467,no,ADD3
NM_005441.3,,,,"NM_005441.3 Homo sapiens chromatin assembly factor 1 subunit B (CHAF1B), mRNA",,4466,no,CHAF1B
NM_001077195.2,,,,"NM_001077195.2 Homo sapiens zinc finger protein 436 (ZNF436), transcript variant 1, mRNA",,4465,no,ZNF436
NM_001301860.2,,,,"NM_001301860.2 Homo sapiens lipin 3 (LPIN3), transcript variant 1, mRNA",,4465,no,LPIN3
NM_199131.3,,,,"NM_199131.3 Homo sapiens ventral anterior homeobox 1 (VAX1), transcript variant 2, mRNA",,4464,no,VAX1
NM_003012.5,,,,"NM_003012.5 Homo sapiens secreted frizzled related protein 1 (SFRP1), mRNA",,4464,no,SFRP1
NM_002693.3,,,,"NM_002693.3 Homo sapiens DNA polymerase gamma, catalytic subunit (POLG), transcript variant 1, mRNA",,4462,no,POLG
NM_175902.5,,,,"NM_175902.5 Homo sapiens 2-oxoglutarate and iron dependent oxygenase domain containing 3 (OGFOD3), transcript variant 2, mRNA",,4462,no,OGFOD3
NM_001013838.3,,,,"NM_001013838.3 Homo sapiens capping protein regulator and myosin 1 linker 2 (CARMIL2), transcript variant 1, mRNA",,4462,no,CARMIL2
NM_001134335.1,,,,"NM_001134335.1 Homo sapiens eukaryotic translation initiation factor 2 alpha kinase 1 (EIF2AK1), transcript variant 2, mRNA",,4462,no,EIF2AK1
NM_005069.6,,,,"NM_005069.6 Homo sapiens SIM bHLH transcription factor 2 (SIM2), transcript variant SIM2, mRNA",,4461,no,SIM2
NR_146603.1,,,,"NR_146603.1 Homo sapiens uncharacterized LOC107985544 (LOC107985544), long non-coding RNA",,4461,no,LOC107985544
NM_015567.1,,,,"NM_015567.1 Homo sapiens SLIT and NTRK like family member 5 (SLITRK5), mRNA",,4461,no,SLITRK5
NM_198992.4,,,,"NM_198992.4 Homo sapiens synaptotagmin 10 (SYT10), mRNA",,4461,no,SYT10
NM_005255.4,,,,"NM_005255.4 Homo sapiens cyclin G associated kinase (GAK), transcript variant 1, mRNA",,4461,no,GAK
NM_001318333.2,,,,"NM_001318333.2 Homo sapiens tetratricopeptide repeat domain 26 (TTC26), transcript variant 6, mRNA",,4460,no,TTC26
NM_021927.3,,,,"NM_021927.3 Homo sapiens GUF1 homolog, GTPase (GUF1), transcript variant 1, mRNA",,4460,no,GUF1
NR_156451.2,,,,"NR_156451.2 Homo sapiens CBY1 interacting BAR domain containing 1 (CIBAR1), transcript variant 5, non-coding RNA",,4460,no,CIBAR1
NM_006236.3,,,,"NM_006236.3 Homo sapiens POU class 3 homeobox 3 (POU3F3), mRNA",,4460,no,POU3F3
NM_006717.3,,,,"NM_006717.3 Homo sapiens spindlin 1 (SPIN1), mRNA",,4459,no,SPIN1
NR_160763.1,,,,"NR_160763.1 Homo sapiens lymphocyte specific protein 1 pseudogene (LOC107985911), transcript variant 3, non-coding RNA",,4457,no,LOC107985911
NR_134868.2,,,,"NR_134868.2 Homo sapiens glutamine amidotransferase like class 1 domain containing 1 (GATD1), transcript variant 9, non-coding RNA",,4457,no,GATD1
NM_001330561.2,,,,"NM_001330561.2 Homo sapiens hepatocyte nuclear factor 4 gamma (HNF4G), transcript variant 2, mRNA",,4456,no,HNF4G
NR_146076.1,,,,"NR_146076.1 Homo sapiens ubiquitin specific peptidase 32 pseudogene 3 (USP32P3), non-coding RNA",,4456,no,USP32P3
NR_120611.1,,,,"NR_120611.1 Homo sapiens NUTM2B antisense RNA 1 (NUTM2B-AS1), transcript variant 1, long non-coding RNA",,4455,no,NUTM2B-AS1
NM_020924.4,,,,"NM_020924.4 Homo sapiens zinc finger and BTB domain containing 26 (ZBTB26), transcript variant 1, mRNA",,4455,no,ZBTB26
NM_022095.4,,,,"NM_022095.4 Homo sapiens zinc finger protein 335 (ZNF335), mRNA",,4454,no,ZNF335
NR_135636.1,,,,"NR_135636.1 Homo sapiens uncharacterized LOC102724908 (LOC102724908), long non-coding RNA",,4453,no,LOC102724908
NM_001137552.2,,,,"NM_001137552.2 Homo sapiens LRR binding FLII interacting protein 1 (LRRFIP1), transcript variant 3, mRNA",,4453,no,LRRFIP1
NM_001301015.3,,,,"NM_001301015.3 Homo sapiens actin binding LIM protein family member 3 (ABLIM3), transcript variant 1, mRNA",,4452,no,ABLIM3
NM_001164465.3,,,,"NM_001164465.3 Homo sapiens golgin A6 family like 10 (GOLGA6L10), transcript variant 1, mRNA",,4452,no,GOLGA6L10
NM_000096.4,,,,"NM_000096.4 Homo sapiens ceruloplasmin (CP), transcript variant 1, mRNA",,4452,no,CP
NM_001793.6,,,,"NM_001793.6 Homo sapiens cadherin 3 (CDH3), transcript variant 1, mRNA",,4452,no,CDH3
NR_148971.2,,,,"NR_148971.2 Homo sapiens fibroblast growth factor receptor 3 (FGFR3), transcript variant 6, non-coding RNA",,4452,no,FGFR3
NM_001029875.3,,,,"NM_001029875.3 Homo sapiens regulator of G protein signaling 7 binding protein (RGS7BP), transcript variant 1, mRNA",,4451,no,RGS7BP
NM_001291999.2,,,,"NM_001291999.2 Homo sapiens NCK adaptor protein 1 (NCK1), transcript variant 3, mRNA",,4451,no,NCK1
